Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num;
1907;0,302972338;　　我心里一阵阵热，差点[[[掉出泪来]]]。毛泽东是很富有人情味的。而且，只有父母对儿女才会想得这么多这...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1989\文学\大陆作家\1989 权延赤 红墙内外.txt;Fiction;Written;1980-2000;4;
688;0,069297054;生产以及再生产的结果，是生[[[产出生产物来]]]。这种生产物或者是生产手段或者是生活资料（又叫消费资料）。生产...;New;No;No;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;1940s\1949\报刊\人民日报\rmrb_1949_10.txt;Newspaper;Written;1940-1960;2;
1179;0,590162354;...前景黯淡的情况，英国动力大臣最近宣布了迅速关闭矿井的计划以及[[[拨出专款来]]]加速执行这一计划的措施。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1965\报刊\人民日报\rmrb_1965_08.txt;Newspaper;Written;1960-1980;3;
320;0,412642908;龙飞当真站起来，野马一般地乱窜乱跳着。史循和仲昭忍不住[[[笑出眼泪来]]]。史循一口气灌下半瓶酒，摇摇头也跳了起来，将空瓶掷在江中。但是...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1;
823;0,090501583;...马大的家伙猛地转身朝他重击两拳，猝不及防的他急退两步，迅即欲[[[拔出枪来]]]。谁知，凶狠的歹徒竟猛扑过来抢枪。喻军拚力与歹徒搏斗，终因又累...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1994\报刊\人民日报\rmrb_1994_08.txt;Newspaper;Written;1980-2000;4;
900;0,578649354;...察的人，搞勘测设计的，一拨又一拨，轰鸣的大小车辆生生在沙漠上[[[碾出路来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2010s\2018\报刊\人民日报\rmrb_2018_09.txt;Newspaper;Written;2000-2020;5;
904;0,001105055;...的人来说，只要早早有心理准备，只要不是冥顽透顶，其必然会从中[[[读出趣味来]]]的。正如梁启超所说：“趣味总是慢慢的来，越引越多，像倒吃甘蔗，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2004\报刊\人民日报\rmrb_2004_10.txt;Newspaper;Written;2000-2020;5;
796;0,31111394;...上运到厂里做成丝，既不用堆栈来存放干茧，更不怕茧中之蛹未死，[[[咬出头来]]]；;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1977\文学\台湾作家\1977 高阳 红顶商人胡雪岩.txt;Fiction;Written;1960-1980;3;
293;0,67586682;内蒙古和林格尔县巧什营大队第六生产队[[[打出井来]]]了，全村男女老少都跑来看新鲜。不摸底的人会说：打出眼井来还值得...;New;No;No;Present;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1973\报刊\人民日报\rmrb_1973_07.txt;Newspaper;Written;1960-1980;3;
866;0,455690516;...满困难，我们也要坚持下去，继续前进。如果需要，我们要在岩石上[[[开出道路来]]]。”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1970s\1978\报刊\人民日报\rmrb_1978_06.txt;Newspaper;Written;1960-1980;3;
439;0,414344018;...身的汗。原来那大片荷田里有小塍可通，猛不丁便从墨玉青荷遮掩中[[[窜出个人来]]]，担满满一担藕。他是夜间采藕，清早上市去卖，藕便新鲜。;New;No;No;Absent;Indefinite;Present;Concrete;2;V-chu-N-lai;Y;1990s\1992\报刊\人民日报\rmrb_1992_10.txt;Newspaper;Written;1980-2000;4;
1172;0,012369299;...要属性的变化，于是在总的量变过程中出现了部分质变，使发展过程[[[显出阶段性来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;1960s\1965\报刊\人民日报\rmrb_1965_08.txt;Newspaper;Written;1960-1980;3;
1420;0,929281601;...应的症象。这个圣诞节我们过得愉快极了，大卫带着无菌手套从舱门[[[伸出手来]]]，帮助我们给那些他够得着的树枝安灯，并且接通电路。大卫说想送给...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1986\报刊\读者\1986 Author 《读者》_59.txt;Magazine;Written;1980-2000;4;
585;0,084872815;而今，57岁的付廷秀开始从自己种下的“绿色银行”中[[[取出钱来]]]。现在他一年沙漠产业的产值达2000多万元，并以30%的速度增...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2010s\2015\报刊\人民日报\rmrb_2015_07.txt;Newspaper;Written;2000-2020;5;
978;0,022260945;...要求，是一个很好的措施。大家都希望他们能够认真贯彻下去，切实[[[抓出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_07.txt;Newspaper;Written;1960-1980;3;
818;0,244825238;...拘留的处分，这次他对帮教人员说：“在这样的关键时刻，党团组织[[[伸出手来]]]挽救我，使我看到了希望和前途。”谈心后的第二天，他就给团支部写...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1983\报刊\人民日报\rmrb_1983_10.txt;Newspaper;Written;1980-2000;4;
428;0,601444492;...其实亦吃不下。”秦不虚道：“不可，不可。”说着，慌忙从衣包中[[[取出干粮来]]]递与舜道：“赶快吃点，倘饿坏了身体，不孝之罪更大了。”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1930s\1935\文学\小说笔记\1935 钟毓龙 上古秘史.txt;Fiction;Written;1920-1940;1;
353;0,109089195;...的利益是什么？人民说，我们需要人力，那么就应该复员，把孩子们[[[拖出军队来]]]。我们需要削减预算的不少数目，那么就应该减少武装力量的支出，结...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1940s\1947\报刊\人民日报\rmrb_1947_11.txt;Newspaper;Written;1940-1960;2;
644;0,602396252;...她讲述家乡这些年的状况，讲到李德文的病与死时，不由得鼻子一酸[[[流出泪来]]]。李云露也陪着哭了一阵子。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1993\报刊\作家文摘\1993年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
996;0,662314053;...认识扭亏增盈工作的重要性，增强责任感和紧迫感，把这项工作切实[[[抓出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》08.txt;Newspaper;Written;1980-2000;4;
335;0,153819818;...老百姓五口人，一顿饭只吃升把麦子，拌苦苦菜作汤，衣服盖不住，[[[露出肉来]]]，整天哭丧着脸，当沁源民夫要往回返时，有一位老百姓伤心的哭着说...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1940s\1947\报刊\人民日报\rmrb_1947_09.txt;Newspaper;Written;1940-1960;2;
1515;0,533629393;...有一块玉米粒大的“慢性炎症渗出物”，如果刀口开得大，眼里就会[[[流出玻璃体来]]]，刀口开得小了，就割不掉。手术不能顺利进行了。治不治呢？杨元璋...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1960s\1969\报刊\人民日报\rmrb_1969_01.txt;Newspaper;Written;1960-1980;3;
645;0,422160133;...义德家里，江菊霞建议马慕韩约大家谈谈，马慕韩因为忙，一直没有[[[抽出时间来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1976\文学\大陆作家\1976 周而复 上海的早晨.txt;Fiction;Written;1960-1980;3;
1907;0,224200269;交通指挥系统的现代化，大大解放了警力。威海交警开始有能力[[[腾出手来]]]对传统的交通管理模式进行改革。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1997\报刊\人民日报\rmrb_1997_09.txt;Newspaper;Written;1980-2000;4;
762;0,31054559;...绿地保洁卫生责任制落实到每个单位，每户居民，每个角落，进一步[[[抓出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1983\报刊\人民日报\rmrb_1983_05.txt;Newspaper;Written;1980-2000;4;
56;0,056129483;...木，站起身来瞧时，见地面上突出的芦根，已经钻入膝盖，膝盖上也[[[流出血来]]]，染得地下的雪愈益红了。三人都不禁感极而泣，相语道：“芦穿膝盖...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1921\文学\小说笔记\1921 陆士谔 清朝秘史.txt;Fiction;Written;1920-1940;1;
127;0,961079082;“从窗玻璃旁边[[[探出头来]]]的那个绿东西是什么呢？它在风里摆动！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2000\翻译作品\文学\2000 洪涛 安徒生童话故事集.txt;Fiction_t;Written;2000-2020;5;
554;0,011922633;他这么一说，人们都[[[看出破绽来]]]了，都说：“一定是敌人埋上地雷了。”;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1952\文学\大陆作家\1952 马烽_西戎 吕梁英雄传.txt;Fiction;Written;1940-1960;2;
829;0,67815657;...级组的“联共（布）党史”学习了。就是下乡的时候，他也总是想法[[[挤出时间来]]]学习政治理论。他的刻苦学习精神也感动了很多同志。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_05.txt;Newspaper;Written;1940-1960;2;
665;0,099555086;...大。如果营业面积太小，经营者赚不到钱，最后还是要想办法从厨房[[[挤出面积来]]]。我们以前也碰到过类似情况，在发证审核时，饭店的厨房里确实装两...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2003\报刊\人民日报\rmrb_2003_09.txt;Newspaper;Written;2000-2020;5;
1202;0,843128278;...蒲包吃饭觉着更香了。”我编起蒲包来连抽袋烟的工夫都舍不得，真[[[编出瘾来]]]啦！还有人对我说：“我要象你老董头这样，干脆就自己搞，别人谁也...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1960s\1965\报刊\人民日报\rmrb_1965_09.txt;Newspaper;Written;1960-1980;3;
2226;0,839950421;...地，由于大量养猪积肥，把砂礓地也改良好了。他们每年都从副业中[[[抽出钱来]]]支援农业，仅仅在今年头八个月就抽出副业资金十四万元，购买了拖拉...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_12.txt;Newspaper;Written;1940-1960;2;
300;0,875666033;...青，也揪住了李麻子；两个人揪着就往外跑；钱葆生一面跑，一面挣[[[扎出话来]]]道：;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1930s\1933\文学\1933 茅盾 子夜.txt;Fiction;Written;1920-1940;1;
2620;0,143432719;...：你就得不到多方面的优点。必须如蜜蜂一样，采过许多花，这才能[[[酿出蜜来]]]，倘若叮在一处，所得就非常有限，枯燥了。”（“鲁迅全集”，第1...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_08.txt;Newspaper;Written;1940-1960;2;
1520;0,194506089;同时县委各部门首先[[[作出榜样来]]]，大力精简干部。县委组织部连同正副部长在内，共有十一人，经过仔...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1957\报刊\人民日报\rmrb_1957_02.txt;Newspaper;Written;1940-1960;2;
778;0,849593005;...娘好像苦竹生苦笋，苦瓜生下又是苦瓜儿，两铜钱一样命，苦匏哪能[[[生出甜瓜来]]]。”就是采用当地的民谣编成的，群众听了觉得特别亲切。他的评话艺...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1960s\1963\报刊\人民日报\rmrb_1963_05.txt;Newspaper;Written;1960-1980;3;
728;0,180410065;...意身体。可是学礼却说：“纪念堂一天不建成，我心里一天不踏实，[[[豁出命来]]]，也要早日建成纪念堂！”这时学礼染上了肺炎，发高烧，咳嗽不止，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1970s\1977\报刊\人民日报\rmrb_1977_08.txt;Newspaper;Written;1960-1980;3;
1251;0,280428014;...这一地域进行超密集的勘测定位，判定这口井深层有断裂构造带，能[[[打出水来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2006\报刊\人民日报\rmrb_2006_01.txt;Newspaper;Written;2000-2020;5;
2478;0,095392571;...是也有的人，过分强调除害灭病工作，甚至要求在生产紧张的时节，[[[抽出时间来]]]进行除害灭病工作，这种想法也是片面的。这两种看法虽然不同，但其...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_02.txt;Newspaper;Written;1940-1960;2;
1314;0,995528128;...身体很弱，由于他妻子陈素珍的关怀，他除了完成教学任务外，还能[[[抽出时间来]]]经常为旅大市的建设单位解决土木建筑工程中的技术问题。她们两人的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1956\报刊\人民日报\rmrb_1956_07.txt;Newspaper;Written;1940-1960;2;
837;0,663536843;...上才能得到实现。这样，商品使用价值和价值间的矛盾就必然要求产[[[生出货币来]]]。可见，蒲鲁东派想保留商品而废除货币的主张纯属无稽之谈。马克思...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1983\报刊\读书\vol-048.txt;Newspaper;Written;1980-2000;4;
699;0,932960493;...一个十足的旅游爱好者。外表文静的她说,平时学习比较紧张,难得[[[抽出时间来]]]旅游,而每年的“五一”和“十一”黄金周旅游景点又都人满为患,玩...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2003\报刊\新华社\新华社2003年1月份新闻报道.txt;Newspaper;Written;2000-2020;5;
633;0,807638253;...带来打基础、练内功的机遇。顾客少了，业务减了，时间多了，可以[[[腾出手来]]]搞发展战略研讨，业务技能练兵，管理科学培训；可以补改革滞后的课...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2003\报刊\人民日报\rmrb_2003_06.txt;Newspaper;Written;2000-2020;5;
569;0,553891444;...着她们，从变化了的面目中搜寻着当年的影子。记忆中其中的一个，[[[说出话来]]]总引得大家捧腹大笑，跟她在一起，我们常常笑出了眼泪，笑疼了肚子...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2010s\2015\报刊\人民日报\rmrb_2015_06.txt;Newspaper;Written;2000-2020;5;
1272;0,454216302;...命者应该有个闯劲，闯就能闯出成绩来，闯就能闯出经验来，闯就能[[[闯出道路来]]]。;New;Yes;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1966\报刊\人民日报\rmrb_1966_01.txt;Newspaper;Written;1960-1980;3;
466;0,991432213;...也好，反对耸人听闻也好，原来目的都是制造战争恐怖而使美国人民[[[掏出钱来]]]让垄断资本家发财。（潞）;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1960s\1961\报刊\人民日报\rmrb_1961_10.txt;Newspaper;Written;1960-1980;3;
1877;0,06027807;...中央委员们都明白：让郑家帆这个书呆子来掌管“阎王殿”，迟早会[[[捅出娄子来]]]，要知道，对于统治阶层而言，最可怕的，莫过于军队的枪杆子和秀才...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\200x\文学\大陆作家\200x Author 汉风.txt;Fiction;Written;2000-2020;5;
833;0,371302401;...我看见韶山的稻田绿化了。但山上没有绿化。韶山人多山多地少，要[[[腾出田来]]]种庄稼。”;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1983\报刊\人民日报\rmrb_1983_12.txt;Newspaper;Written;1980-2000;4;
590;0,071615858;小学生习字，难道同书法艺术无关么？是的，鸡蛋是可以[[[孵出鸡来]]]的。但是它在变成鸡以前，还只能是蛋；当它还是蛋的时候，就讨论关...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1962\报刊\人民日报\rmrb_1962_05.txt;Newspaper;Written;1960-1980;3;
1523;0,606611313;...逃命，把浑身上下的衣服都丢光了。社干部听到后就立即决定由社里[[[拿出钱来]]]替他做衣服。受灾后，曾经有一些社员信心动摇了：农业社还办得下去...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1957\报刊\人民日报\rmrb_1957_03.txt;Newspaper;Written;1940-1960;2;
901;0,224214434;...篇》上来：西比斯对于死后灵魂的永存表 示怀疑，并且要苏格拉底[[[提出证据来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1963\翻译作品\应用文\1963 何兆武_李约瑟 西方哲学史.txt;Fiction_t;Written;1960-1980;3;
401;0,945133002;（二十三）徐仁德又[[[拿出钞票来]]]发给工友们，说是“年终双薪”。刘正明想起了解放前直到旧历年三十...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1952\报刊\人民日报\rmrb_1952_02.txt;Newspaper;Written;1940-1960;2;
713;0,585034199;...地点可以坐汽车抵达呢？假使我们把所有从纽约出发的公路都在图上[[[画出路线来]]]，那么，在这些路上的每一点都可以坐汽车抵达。在两种情况中，我们...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1960s\1962\翻译作品\应用文\1962 周肇威 物理学的进化.txt;Fiction_t;Written;1960-1980;3;
1531;0,745202548;...要共同活学活用毛泽东思想，一道干革命啦！”这时，老王也激动地[[[伸出手来]]]，热泪盈眶地说：“李沉同志，以前我错怪了你，你不记仇，还主动帮...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1969\报刊\人民日报\rmrb_1969_05.txt;Newspaper;Written;1960-1980;3;
355;0,469848048;...不知不觉，便上了村头。离开自家七、八间屋面，是淑英家。门缝里[[[透出灯光来]]]；走近了便听到有人声。走到门口，便听出淑珍的声音来。兴大不禁停...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1981\报刊\人民日报\rmrb_1981_02.txt;Newspaper;Written;1980-2000;4;
1784;0,106837956;...量。我就这样挣扎了几分钟，才看清了过道里的色彩和轮廓。我想要[[[酿出爱意来]]]。最后我感到好了一点，又想起了塞巴斯蒂安。他要是在办公室，桑切...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\翻译作品\应用文\1996 张建民_唐建清 塞莱斯廷预言.txt;Fiction_t;Written;1980-2000;4;
410;0,115510051;“我叫达丽娅。”年纪较轻的一位先[[[伸出手来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1961\报刊\人民日报\rmrb_1961_06.txt;Newspaper;Written;1960-1980;3;
1408;0,522129213;...显效益。欧洲共同体在摆脱了多年来内部若干难题的困扰之后，已能[[[腾出手来]]]加强科技合作，“尤里卡”计划研究项目已发展到一百零九个。法、西...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1986\报刊\人民日报\rmrb_1986_12.txt;Newspaper;Written;1980-2000;4;
815;0,204368515;...篇“座右铭”吧：“蚂蚁洞很小，护堤的人往往不注意它。可是一旦[[[渗出水来]]]，就会越冲越大，最后想堵也许堵不住了……。”;New;No;Yes;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1963\报刊\人民日报\rmrb_1963_08.txt;Newspaper;Written;1960-1980;3;
1366;0,582125115;...咋有些不太好?累的?听到这温暖的问话,暖暖的眼圈一热,差点要[[[流出泪来]]],她急忙使劲把眼泪又憋了回去.这两天楚地居住的游客多些,忙得没...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2006\文学\大陆作家\2006 周大新 湖光山色.txt;Fiction;Written;2000-2020;5;
891;0,027602526;...演艺专修学校。新作品创作一等奖为《风暴》、《红舞鞋》、《山歌[[[牵出月亮来]]]》。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2004\报刊\人民日报\rmrb_2004_08.txt;Newspaper;Written;2000-2020;5;
97;0,379782614;...，多重，价值多少，等等。《泰叻报》为弘扬为国争光的精神，率先[[[拿出钱来]]]，奖给金牌得主每人１０万铢，引起社会各界响应。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1990\报刊\人民日报\rmrb_1990_11.txt;Newspaper;Written;1980-2000;4;
1611;0,185562471;...使得全班52名学生“一个也没有少”的彭州红岩小学教师周汝兰，[[[豁出命来]]]抢通宝成铁路的西安铁路局略阳工务段马蹄湾桥路车间副主任柴桦林，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2008\报刊\人民日报\rmrb_2008_06.txt;Newspaper;Written;2000-2020;5;
1028;0,785486765;...改建筑物蓝图为百货公司大楼。在这一改动下，很多承重柱被抽起以[[[腾出空间来]]]安装扶手电梯。原先的建筑承办商以安全为理由，拒绝继续施工。李?...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2010s\201x\网络语料\中文维基\Wiki_011.txt;Online;Online;2000-2020;5;
1314;0,757658225;...发展国民经济中的作用。徐鸿书为了掌握这把“钥匙”，省吃俭用，[[[挤出钱来]]]，买了大量有关模具设计、注塑工艺、液压原理、电子电器的专业书籍...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1986\报刊\人民日报\rmrb_1986_04.txt;Newspaper;Written;1980-2000;4;
491;0,790711367;...陷于衰退的西欧各国，无疑是有诱惑的。它们可以在这样的形势下，[[[腾出手来]]]应付各国内部的经济和社会困难。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1981\报刊\人民日报\rmrb_1981_12.txt;Newspaper;Written;1980-2000;4;
546;0,345999175;为什么翼城农民[[[掏出肺腑来]]]对待太原氮肥厂的工人？是因为氮肥厂的工人给他们生产了“珍珠粉”...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1962\报刊\人民日报\rmrb_1962_02.txt;Newspaper;Written;1960-1980;3;
2582;0,281114823;...和杂粮种子，全部种子问题不久也可以解决。房子较好较多的社员，[[[腾出地方来]]]让房屋倒塌的社员暂时居住。附近的工厂、学校、机关和部队也给无家...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_07.txt;Newspaper;Written;1940-1960;2;
1663;0,128981801;...而来的中国朋友尽情交谈，但你们不要过多地提关于中国的问题，应[[[腾出时间来]]]，让中国朋友提关于挪威的问题。他们是来了解挪威的。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1988\报刊\人民日报\rmrb_1988_07.txt;Newspaper;Written;1980-2000;4;
1911;0,083722083;解决这个新的矛盾的办法，就是立即[[[拿出措施来]]]，实实在在地干起来。正如毛泽东同志告诉我们的：“我们不但要提出...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_03.txt;Newspaper;Written;1940-1960;2;
1937;0,648370836;...男人会为了一个女人而这样打斗。我希望能报答你。我感谢你。’她[[[伸出手来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1997\报刊\作家文摘\1997A.TXT;Newspaper;Written;1980-2000;4;
1676;0,562277034;"...后裔如同海边的沙粒，多得不可胜数。'""接着他从他所有的财物中[[[拿出礼物来]]]，准备送给他哥哥以扫：母山羊200只；公山羊20只；母绵羊20...";New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2008\翻译作品\文学\2008 李麟玉 圣经故事.txt;Fiction_t;Written;2000-2020;5;
897;0,640207926;...诚恳地接受了大家的批评，表示立即采取措施改正，要在晚稻生产上[[[作出成绩来]]]。果然，张光彩同志带头苦干实干，晚稻栽插任务保质保量提前完成，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1978\报刊\人民日报\rmrb_1978_10.txt;Newspaper;Written;1960-1980;3;
515;0,802590741;...了工人便于记忆，苏联专家和苏联技术人员费尽心机把机器上的构造[[[绘出图来]]]解释，把机器复杂的机件性能、作用与人体上相同的构造来比喻说明。...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1952\报刊\人民日报\rmrb_1952_11.txt;Newspaper;Written;1940-1960;2;
327;0,045260916;...手段，编成快板，写在下面。如：孟林善活阎王，笑里藏刀杀穷人，[[[说出话来]]]甜如密，肚子里边有刀枪……，同会基点也把减租六百石粮一布袋一布...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1940s\1947\报刊\人民日报\rmrb_1947_09.txt;Newspaper;Written;1940-1960;2;
384;0,588609073;...光生物在通常的状况下，并不发光，只是在外界条件的刺激底下，才[[[发出光来]]]。刺激发光生物发光的外界条件，包括海水的流泻，波浪的冲击，发光...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1961\报刊\人民日报\rmrb_1961_05.txt;Newspaper;Written;1960-1980;3;
856;0,531386688;...的村里去了。游击队把干稻草和劈柴塞在竹堆和木材堆里。八榴大伯[[[拿出传单来]]]，分别别在周围的树上：“点火！”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1960s\1963\报刊\人民日报\rmrb_1963_12.txt;Newspaper;Written;1960-1980;3;
1901;0,14051076;兵哥哥[[[抽出手来]]]，又看了一遍“紧急电令”，眼泪汪汪地说：“吃饭不赶趟呀，再有半...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1997\报刊\人民日报\rmrb_1997_08.txt;Newspaper;Written;1980-2000;4;
131;0,566148903;...们订婚的手续不当。就是怕订婚以后，大家益发无所顾忌，岂不就会[[[弄出毛病来]]]了呢？”燕西听他说了，默然无语。刘守华道：“你说句良心话，我这...;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1930s\1932\文学\1932 张恨水 金粉世家.txt;Fiction;Written;1920-1940;1;
1744;0,245922019;“不干则已，要干就[[[干出精品来]]]！”这是他常说的一句话。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2009\报刊\人民日报\rmrb_2009_04.txt;Newspaper;Written;2000-2020;5;
1177;0,728813993;...遇到令人激动的事情，就很容易头脑发热，而且热得不管一切，结果[[[搞出东西来]]]就很容易产生片面性。这次我们下去，领导上指示我们要执行采访摄影...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1965\报刊\人民日报\rmrb_1965_08.txt;Newspaper;Written;1960-1980;3;
7;0,550177955;（五）由于过去种痘的老规矩，每人种三颗，用刀划得很深[[[流出血来]]]。对于我们只用针轻划，不使出血，既省事又经济，效果又好的种痘新...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1950\报刊\人民日报\rmrb_1950_01.txt;Newspaper;Written;1940-1960;2;
