Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num
976;0,636857312;...作。山东省各高等师范院校和中等师范学校除大力培养新师资外，还[[[腾出力量来]]]培训提高中小学在职教师。其他有条件的高等学校也抽出一定的力量，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_06.txt;Newspaper;Written;1960-1980;3
982;0,624978569;...么一年浪费四百五十立方米木材、七万三千多元钱没人过问，却不肯[[[掏出钱来]]]更新设备，杜绝浪费？”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_07.txt;Newspaper;Written;1960-1980;3
978;0,960787712;...要求，是一个很好的措施。大家都希望他们能够认真贯彻下去，切实[[[抓出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_07.txt;Newspaper;Written;1960-1980;3
980;0,238912972;黑格尔机智地说过，要找理由的话，可以为世界上随便什么东西[[[找出理由来]]]，因为世界是复杂的。对于“事实”，也可以这样说。大千世界，没有...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_07.txt;Newspaper;Written;1960-1980;3
984;0,656291484;...、整顿、提高的“八字方针”，把工农业生产和各条战线的工作切实[[[抓出成效来]]]，完成和争取超额完成今年的国民经济计划指标，用优异的成绩迎接中...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_07.txt;Newspaper;Written;1960-1980;3
994;0,093223692;...影创作是要靠电影界的领导和电影创作人员团结一致，共同努力才能[[[搞出成果来]]]的。就目前的情况来说，在电影界，知识分子的思想还不够活跃，控制...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_08.txt;Newspaper;Written;1960-1980;3
990;0,090621095;不一会，只见杨建章从驾驶室[[[探出头来]]]，有力地向战友们挥手。仿佛是英雄无声的誓言：再见吧，战友们！那...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_08.txt;Newspaper;Written;1960-1980;3
996;0,272550233;...人在捣鬼。因此，派出一个工作组去抓阶级斗争。抓了一阵子，没有[[[抓出名堂来]]]，还以为是没有把“盖子”揭开。第二年又派出了一个较强的工作组，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_09.txt;Newspaper;Written;1960-1980;3
999;0,855973856;...的猜测：有的认为，这支部队是用来“顶替”古巴军队的，好让后者[[[腾出人来]]]派到非洲、中近东去充当打手；;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_09.txt;Newspaper;Written;1960-1980;3
1000;0,865679187;...术改造；上海则能够在原材料和其他物资方面得到补偿，同时也可以[[[腾出手来]]]发展国际市场上有竞销能力的出口产品。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_09.txt;Newspaper;Written;1960-1980;3
1006;0,089201715;...端的一座山岗上。趁着月色，向下望去，只见嶙峋怪石纷纷从海水中[[[露出头来]]]，刀切似的悬崖谁见了都要倒抽一口凉气。再加上黄海的潮头从西边的...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_10.txt;Newspaper;Written;1960-1980;3
1009;0,435638407;...用于农业的劳力应该是“足够”了吧。但是，从两个简单的数字就可[[[看出问题来]]]：去年，小纪片农业收入二千九百八十一万元，社员人均分配收入一百...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_10.txt;Newspaper;Written;1960-1980;3
1005;0,266151345;...基九月十七日敦促以色列必须“以新的、创造性的方式向巴勒斯坦人[[[伸出手来]]]”，接受“巴勒斯坦人的合法权利。”国务卿万斯最近在联合国大会上...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_10.txt;Newspaper;Written;1960-1980;3
1022;0,953539473;...机的冲击。目前，英国人士认为，英国经济已摆脱危机局面，有力量[[[腾出手来]]]调整经济政策。英国经济界人士认为，英国的做法，是把西德、法国发...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_11.txt;Newspaper;Written;1960-1980;3
1024;0,129099888;...生产和其它种植业。我相信只要有信心和决心，一抓到底，一定可以[[[抓出成效来]]]。这样不仅可以为不断增加的剩余劳动力找到出路，使之为社会创造财...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_11.txt;Newspaper;Written;1960-1980;3
1033;0,224947212;...限制战略武器条约取得了战略均势以后，苏联人现在认为，他们可以[[[腾出手来]]]干预世界上重要地区的事务，在非洲、拉丁美洲和中东推行冒险主义。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_12.txt;Newspaper;Written;1960-1980;3
1030;0,490460174;...于挖出了第一窝白蚁。以后，每挖出一窝白蚁，都把蚁道、主巢部位[[[绘出图来]]]，作出详细记录。通过长期研究，总结出判断白蚁主巢部位和根据分群...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\人民日报\rmrb_1979_12.txt;Newspaper;Written;1960-1980;3
1037;0,56586913;...孔纸带，估计这项技术迟早会研制成功，到那时只需照读原稿就可以[[[排出版来]]]了。;New;No;No;Present;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\报刊\读书\vol-002.txt;Newspaper;Written;1960-1980;3
1045;0,042313664;...这种做法，已经引起了不少读者的批评。如果大量削减畅销书的印数[[[腾出纸张来]]]印有相当价值的书，那还有若干道理，如果印的是质量平庸、可有可无...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\读书\vol-006.txt;Newspaper;Written;1960-1980;3
1044;0,163938267;...保证以有限的纸张出版多种的书籍，常常不得不削减畅销书的印数，[[[腾出纸张来]]]印其他的书。因此，从发行数字上有时已经看不出一本书真正受欢迎的...;Given;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\读书\vol-006.txt;Newspaper;Written;1960-1980;3
1047;0,54367007;...上的部署，从而使各方面的力量互相配合，协同作战，真正做到自己[[[放出眼光来]]]拿，把外国文学的研究、介绍、翻译、出版工作推进到一个新阶段，一...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\读书\vol-007.txt;Newspaper;Written;1960-1980;3
1049;0,922362529;6[[[放出眼光来]]]拿    吴  岩;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\报刊\读书\vol-007.txt;Newspaper;Written;1960-1980;3
1052;0,001438791;我说咱大队自己[[[炼出钢来]]]啦！有了钢，咱就可以造拖拉机了。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1979\文学\大陆作家\1979 茹志鹃 剪辑错了的故事.txt;Fiction;Written;1960-1980;3
1054;0,047347756;...来陈述科学的这一试图，或许能够由于事情的内在真理性而替自己开[[[辟出道路来]]]。我们应该确信，真理具有在时间到来或成熟以后自己涌现出来的本性...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\翻译作品\应用文\1979 贺麟_王玖兴 精神现象学.txt;Fiction_t;Written;1960-1980;3
1053;0,225897581;...的东西，完全由于科学性。因此，我也就可以希望，我想从概念里产[[[生出科学来]]]并以科学特有的原素来陈述科学的这一试图，或许能够由于事情的内在...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\翻译作品\应用文\1979 贺麟_王玖兴 精神现象学.txt;Fiction_t;Written;1960-1980;3
206;0,363460432;...试一次。他轻敲这农家的门——门开了个小缝，年老的特根保太太，[[[探头出来]]]看。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1970s\1979\翻译作品\应用文\1979 雷吟 人性的弱点.TXT;Fiction_t;Written;1960-1980;3
1061;0,816975515;...知道您的疑问或是您准备如何进行调查，我也许马上就能予以协助或[[[提出建议来]]]呢。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1970s\1979\翻译作品\文学\1979 倏萤 福尔摩斯探案集01.txt;Fiction_t;Written;1960-1980;3
1;0,0112382;...十年代的第一年——一九八○年，兢兢业业，抓紧时间，在调整方面[[[做出成绩来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_01.txt;Newspaper;Written;1980-2000;4
7;0,74722491;...亲不但不制止，反而对老师讲：“我孩子烟瘾大，戒了烟要头痛，怕[[[引出病来]]]。”慢慢地，余中明由厌恶学习、厌恶劳动发展到逃学打架，玩弄女性...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_01.txt;Newspaper;Written;1980-2000;4
9;0,194392839;...女不下地，在家养羊。每人六只、八只，其中两只是自留羊。或者，[[[抽出人来]]]，每人养十只、八只，每年交队一千或八百元，超额的，奖励饲养员。...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_01.txt;Newspaper;Written;1980-2000;4
24;0,160050644;...坐着手摇车进城赶会办事情，家里写信等一应杂事都由他办，让焕芝[[[腾出手来]]]参加生产。一天他对焕芝说：“我光减轻你的负担还不够，还得想办法...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_02.txt;Newspaper;Written;1980-2000;4
19;0,280103849;...候，苏联利用了美国和一些西方国家对苏联行动的反应不得力，得以[[[腾出手来]]]，双管齐下地加强它在东方的战略布局：一方面扩充了以海参崴为基地...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_02.txt;Newspaper;Written;1980-2000;4
25;0,069305249;...地进一步解放思想，放开手脚，理直气壮地抓副业，抓收入，一定要[[[抓出成效来]]]。省委和省人民政府决定采取下列措施：;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_03.txt;Newspaper;Written;1980-2000;4
40;0,475203557;...地去治理。希望有关部门把首都东南郊的治理工作，抓紧抓好，尽快[[[抓出成效来]]]。  ——编者;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;Newspaper;Written;1980-2000;4
41;0,502881229;...避免或减少副作用。叶老对没有考虑成熟的问题，不轻易发表意见，[[[拿出意见来]]]时，总是胸有成竹，能敲在点子上。;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;Newspaper;Written;1980-2000;4
36;0,017044458;...家格桑了。但如果演员只是背台词而不进入角色，则这种语言是无从[[[发出光辉来]]]的。吕齐演的伊索兴许对这个舌头的体会很深，因此在他说这些台词时...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;Newspaper;Written;1980-2000;4
34;0,108547253;...一位个头不高的老人，上前协助拽住了扣栾犯的手铐，使侯培生得以[[[腾出手来]]]与李犯搏斗。李犯企图夺侯培生的枪，侯培生猛咬李犯的手，使他未能...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;Newspaper;Written;1980-2000;4
37;0,441654492;...由此可见，流派大有好处，并无害处，更不可怕。要提倡百花齐放，[[[放出流派来]]]是很自然的。如果放不出来，那恰恰可以说明执行这一方针有了折扣。;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;Newspaper;Written;1980-2000;4
44;0,066400863;...号机装在司机驾驶室内，机车司机就可以根据信号接受指挥，无需再[[[探出头来]]]看红绿旗的挥动。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;Newspaper;Written;1980-2000;4
48;0,918631895;...五保户。他自己发愁，社员见了他也叹气说：张生啊张生，啥时才能[[[熬出个头来]]]？;New;No;No;Absent;Indefinite;Present;Concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;Newspaper;Written;1980-2000;4
47;0,932405091;...发倾向”，尽管“大批判不停，换班子不停，割尾巴不停”，也不能[[[抓出成效来]]]，反而在“老大难”的困境中愈陷愈深。这是多么深刻的教训！;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;Newspaper;Written;1980-2000;4
57;0,461871366;...”专栏里，发表了上海师范大学副校长袁运开的文章《把我们的大学[[[办出特色来]]]》。文章指出：高等学校，尤其是重点高等学校，应该从四化建设的实...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;Newspaper;Written;1980-2000;4
61;0,699893386;...纯看档案，看鉴定，看报告，来考察干部的觉悟、品德、水平，很难[[[选出人才来]]]。干部的德和才，在日常工作和生活中是能够反映出来的，但在对待和...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;Newspaper;Written;1980-2000;4
64;0,856356148;...北京7月9日电  “我们宁肯在农业的其他方面少投资一些，也要[[[腾出力量来]]]，把农业院校办好。”这是中共中央书记处书记、国务院副总理万里最...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
63;0,620074483;...于人有潜移默化之用的话，那末就让那些美好的心灵在人们的心灵上[[[开出花朵来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
65;0,468557957;...仁天皇对华总理说：“再次在日本见到你，很高兴。感谢你在百忙中[[[抽出时间来]]]参加已故大平首相的葬礼。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
73;0,549775666;...生涯。这时的王林在内心深处蕴藏着一种信念：不干则已，要干就要[[[干出成绩来]]]！要冲击全国纪录，要向世界高峰登攀！;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
66;0,908026982;...抓一阵子不行，抓而不紧也不行，一定要采取具体措施坚持抓下去，[[[抓出效果来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
70;0,717008644;...不要搞平均主义，而要保证重点，使那些条件好的单位尽快搞上去，[[[拿出成果来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4
81;0,818486047;...地采取切实有效的措施，把在职科技人员的专业培训工作抓紧抓好，[[[抓出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
83;0,517460752;...们坚决砍掉了36种无销路的产品，压缩了22种销路不畅的产品；[[[腾出手来]]]，集中人力物力，上了76种市场急需产品。他们深有体会地说：社会...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
79;0,983217157;...，狂风暴雨倾泻如注，而忽然间山峰、湖面脱出云雾的包围，重新展[[[露出阳光来]]]……;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
84;0,571908223;...了他而淹在庸碌生活的泥沼中，而且还象癞蛤蟆那样，不时从泥沼中[[[露出头来]]]”。（《马克思恩格斯全集》第1卷第411页）中国的封建统治者把...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
80;0,606448786;...为作斗争。对一些重大经济案件要抓住不放，排除干扰，一抓到底，[[[抓出结果来]]]。对于那些严重失职、渎职给国家财产造成巨大损失的官僚主义分子，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
77;0,539278059;...想教育工作必须深入到广大城乡，深入到群众中去，并且扎扎实实地[[[做出成效来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_08.txt;Newspaper;Written;1980-2000;4
88;0,061407531;...等外贸出口所需要的“热门货”；在沿海，适当压缩海带养殖面积，[[[腾出手来]]]发展海参、鲍鱼、扇贝等海珍品养殖和小海货捕捞生产；在工副业生产...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_09.txt;Newspaper;Written;1980-2000;4
93;0,636892426;...，不在职工业余教育上采取措施，不向青工灌输文化养料，是不可能[[[结出果实来]]]的。事实上，上好文化课，不仅有利于对技术课的学习，还可以帮助青...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_09.txt;Newspaper;Written;1980-2000;4
96;0,362029545;...样困难的情况下，为了招待慰问团，还得从少得可怜的工办管理费中[[[挤出钱来]]]，派一辆拖拉机到20多里外的虹桥专门采购物资。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_09.txt;Newspaper;Written;1980-2000;4
107;0,189954423;...。杨善洲知道后，规定：白送的一口不尝，付了钱的可以喝。他首先[[[掏出钱来]]]，送到粮食局，然后才收下酒。;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4
104;0,860677296;...织机在当地只要12元，学习20天就可以掌握打花要领，能照样品[[[打出产品来]]]。工厂里搞打花的只有两名正式工人，负责打样品和做些组织工作，厂...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4
103;0,434257836;...欺骗人民、欺骗党。对于这类“不以坏事为坏，不省悟，不认罪，而[[[摆出道理来]]]掩饰过错”的行径，正是“要脸不要理”，硬撑虚假的“面子”的结果...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4
106;0,125262115;...多摘一点。”那个社员又去摘了一些来，他用秤一称，刚好5斤，就[[[掏出钱来]]]，要付给那个社员。那个社员不肯收钱，说：“这是你自己嫁接的树，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4
102;0,17722146;...泉兴叹了口气，“好在车破人不破，咱们同车共济吧。”他从口袋里[[[掏出烟来]]]，“我这个经理不好当啊，连我老婆都心怀不满。她上个月为等车敲掉...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4
110;0,534117807;...我，还是早日改嫁吧……”。老人的话还没说完，孙桂玲的两眼早就[[[流出泪水来]]]了，她哽咽着说：“爹呀，你不能把我当外人看，人生自古谁不老，敬...;New;No;No;Present;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_11.txt;Newspaper;Written;1980-2000;4
111;0,577808262;...即给县委挂了个长途电话，让家里常委研究个重点出来，提前行动，[[[搞出成绩来]]]。县委就开始找整顿对象了。当时，听说县招待所住的上级机关来的客...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_11.txt;Newspaper;Written;1980-2000;4
114;0,339111621;...贤、王秀珍立即召开了紧急会议，实行紧急动员，决定“要干”，“[[[拉出民兵来]]]，打一个礼拜不行，打五天、三天也好，让全世界都知道”。徐景贤当...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_11.txt;Newspaper;Written;1980-2000;4
120;0,507568237;...进行。林彪说，罗瑞卿现在没有搞出什么材料，要抓紧审问和斗争，[[[搞出材料来]]]。……如果手术后不好，什么材料也不能写了。”;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_12.txt;Newspaper;Written;1980-2000;4
126;0,018566463;...了回来，把王德厚的十瓶香油和松花全部买下。正当其中的一个工人[[[掏出钱来]]]，递给王德厚的时候，冷不防从王德厚的身后伸过来一个只有3根指头...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_12.txt;Newspaper;Written;1980-2000;4
122;0,148093044;...了“四人帮”可能被捕的情况之后，朱永嘉就提出：“我们要干，要[[[拉出民兵来]]]，打一个礼拜不行，打三天、五天也好，让全世界都知道”。朱永嘉的...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_12.txt;Newspaper;Written;1980-2000;4
136;0,790392044;...文在水泥块底下挖出一棵玫瑰花，它“竟能找出这么一条小小的缝，[[[抽出芽来]]]，还长着这么一个大花苞，象征着在日本军阀铁蹄下的台湾人民的心”...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\报刊\读书\vol-012.txt;Newspaper;Written;1980-2000;4
147;0,625232375;出版先烈的文集是一件严肃的工作。我们应从这本文集的工作中[[[引出教训来]]]，更好地作好文集的编辑工作。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\读书\vol-019.txt;Newspaper;Written;1980-2000;4
148;0,901471041;...个十亿人口的大国，十亿脑袋天天想过的生活要指靠一个脑袋不时地[[[作出指示来]]]推动。这几句话一下达，举国敲锣打鼓，游行庆祝，比对待圣旨还要风...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\读书\vol-020.txt;Newspaper;Written;1980-2000;4
152;0,825912081;...的人非常狞恶。如果不是这样，人便不会在创造神[礻氏]的同时创[[[造出鬼怪来]]]。这种愤恨压倒了我对马缨花的留恋，还鼓起了我一种抵抗压力的激情...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\文学\大陆作家\1980 张贤亮 邢老汉和狗的故事.txt;Fiction;Written;1980-2000;4
11;0,261732286;...很吃力，下到半夜十二点，钱如泉胜局居多，而败给他的那两局，他[[[看出来钱]]]如泉也是为了保持他的面子，有意让给他的。一个人的棋风可以表现一...;New;No;No;Absent;Indefinite;Absent;Non-concrete;13;V-chulai-N;Y;1980s\1980\文学\大陆作家\1980 张贤亮 邢老汉和狗的故事.txt;Fiction;Written;1980-2000;4
150;0,854952387;...充了一句。他们俩的关系有点别扭。可正因为关系别扭，才能从反面[[[激出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\大陆作家\1980 张贤亮 邢老汉和狗的故事.txt;Fiction;Written;1980-2000;4
158;0,472345331;脸上[[[渗出汗来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\大陆作家\1980 戴厚英 人啊人.txt;Fiction;Written;1980-2000;4
154;0,149815732;笑就笑好了，为什么有意让双眉翘起，[[[带出媚态来]]]呢？真想再转过脸去，可是我忍住了。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\文学\大陆作家\1980 戴厚英 人啊人.txt;Fiction;Written;1980-2000;4
159;0,596093251;...动。这天海相连，缓缓前移的银光区是这样地撩人心绪，缪可言快要[[[流出泪来]]]了。这一切都是安排好了的，海在他即将离去的前一夜晚，装扮好了自...;New;No;No;Present;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\大陆作家\1980 王蒙 海的梦.txt;Fiction;Written;1980-2000;4
172;0,053597423;...里，再去向张三丰老道诉苦罢。”简捷哈哈大笑，说道：“肚里饿得[[[冒出火来]]]啦，你便是我的亲兄弟、亲儿子，我也连皮带骨的吞了你。”转头向薛...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
171;0,595706599;张翠山全身发抖，目光中如要[[[喷出火来]]]，指着殷素素道：“你……你骗得我好苦！”俞岱岩突然大叫一声，身...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
13;0,556202707;...草丛中伏身而前，走到离凉亭数丈之处，这才停住。此时星光黯淡，[[[瞧出来朦]]]胧一片，他凝神注视，隐约看清楚亭中有男有女，都是峨嵋派弟子，除...;New;No;No;Absent;Indefinite;Absent;Non-concrete;4;V-chulai-N;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
182;0,619816941;殷离[[[伸出手来]]]，轻轻抚他的面颊，摇头道：“阿牛哥哥，我是不能嫁你的。我的心，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
